Country,Year95to99,Year00to04,Year05to09,info
Canada,30.74232049,31.7838879,31.93108752,AvgIndustry. value added (% of GDP)
Cape Verde,18.39082246,14.71618048,16.1447572,AvgIndustry. value added (% of GDP)
Cayman Islands,,,,AvgIndustry. value added (% of GDP)
Central African Rep.,19.48938873,15.27671664,14.31760614,AvgIndustry. value added (% of GDP)
Chad,13.40592801,22.2494993,56.03442621,AvgIndustry. value added (% of GDP)
Channel Islands,,,,AvgIndustry. value added (% of GDP)
Chile,38.06398295,39.20908513,45.91406563,AvgIndustry. value added (% of GDP)
China,46.84411368,45.61064375,47.26833082,AvgIndustry. value added (% of GDP)
Colombia,29.75922146,30.45853243,33.80544447,AvgIndustry. value added (% of GDP)
Comoros,11.94251029,11.94880016,11.75085232,AvgIndustry. value added (% of GDP)
Congo. Dem. Rep.,22.17661715,21.58263938,27.0152391,AvgIndustry. value added (% of GDP)
Congo. Rep.,52.180513,65.59937833,73.83077705,AvgIndustry. value added (% of GDP)
Costa Rica,30.49435218,29.8153849,28.72208442,AvgIndustry. value added (% of GDP)
Cote d'Ivoire,22.39847412,23.31657608,25.72726804,AvgIndustry. value added (% of GDP)
Croatia,30.58193354,28.37570451,27.67270067,AvgIndustry. value added (% of GDP)
Cuba,24.46220996,24.2598402,20.22906364,AvgIndustry. value added (% of GDP)
Cyprus,21.24259022,19.22146292,19.25013856,AvgIndustry. value added (% of GDP)
Czech Rep.,39.7398359,37.39763677,37.9668618,AvgIndustry. value added (% of GDP)
Denmark,25.55081714,25.56238725,25.02792884,AvgIndustry. value added (% of GDP)
Djibouti,15.21783238,15.95513249,16.62469617,AvgIndustry. value added (% of GDP)
Dominica,22.05266207,16.99008533,15.80458673,AvgIndustry. value added (% of GDP)
Dominican Rep.,36.82500574,34.36051043,32.08390598,AvgIndustry. value added (% of GDP)
Ecuador,,32.47249622,38.09771084,AvgIndustry. value added (% of GDP)
Egypt,31.38204238,34.51540923,37.10866171,AvgIndustry. value added (% of GDP)
El Salvador,29.99982729,31.75046631,28.54241382,AvgIndustry. value added (% of GDP)
Equatorial Guinea,58.12233757,88.89288265,94.33648954,AvgIndustry. value added (% of GDP)
Eritrea,21.01601494,22.14755266,22.1120722,AvgIndustry. value added (% of GDP)
Estonia,30.17996491,28.07286287,29.27466363,AvgIndustry. value added (% of GDP)
Ethiopia,11.2108935,13.47640017,12.52701535,AvgIndustry. value added (% of GDP)
Faeroe Islands,,,,AvgIndustry. value added (% of GDP)
Fiji,23.98317421,22.79860914,18.34404592,AvgIndustry. value added (% of GDP)
Finland,33.44045747,33.45019591,31.95183833,AvgIndustry. value added (% of GDP)
France,23.68247286,21.91903965,20.28953147,AvgIndustry. value added (% of GDP)
French Polynesia,,,,AvgIndustry. value added (% of GDP)
Gabon,50.66782383,53.32110724,60.11079817,AvgIndustry. value added (% of GDP)
Gambia,13.57846849,13.54322742,14.57305371,AvgIndustry. value added (% of GDP)
Georgia,21.70991097,24.15031548,23.9505063,AvgIndustry. value added (% of GDP)
Germany,31.18991254,29.64782261,29.28422322,AvgIndustry. value added (% of GDP)
Ghana,27.7241188,27.90755206,21.68635239,AvgIndustry. value added (% of GDP)
Gibraltar,,,,AvgIndustry. value added (% of GDP)
Greece,20.93284452,20.15692737,18.97717785,AvgIndustry. value added (% of GDP)
Greenland,,,,AvgIndustry. value added (% of GDP)
Grenada,21.27375442,19.70858952,21.228789,AvgIndustry. value added (% of GDP)
Guam,,,,AvgIndustry. value added (% of GDP)
Guatemala,,29.33263081,25.76287468,AvgIndustry. value added (% of GDP)
Guinea,30.49236719,33.16029091,44.90070203,AvgIndustry. value added (% of GDP)
Guinea-Bissau,12.92734461,12.98710215,,AvgIndustry. value added (% of GDP)
Guyana,32.18898119,28.14027564,27.66487272,AvgIndustry. value added (% of GDP)
Haiti,,,,AvgIndustry. value added (% of GDP)
Honduras,30.86915536,30.49102096,28.40728478,AvgIndustry. value added (% of GDP)
Hong Kong. China,,10.95458832,7.939408408,AvgIndustry. value added (% of GDP)
Hungary,30.97887472,30.72245776,29.97838021,AvgIndustry. value added (% of GDP)
Iceland,28.25139778,25.08431891,25.81484643,AvgIndustry. value added (% of GDP)
India,26.60127656,26.43055007,28.24186784,AvgIndustry. value added (% of GDP)
Indonesia,43.63474167,45.04406846,47.20500239,AvgIndustry. value added (% of GDP)
Iran,33.19519299,39.44123138,44.27456553,AvgIndustry. value added (% of GDP)
Iraq,74.40789836,76.63526052,,AvgIndustry. value added (% of GDP)
Ireland,39.2780948,39.18287926,33.14715876,AvgIndustry. value added (% of GDP)
Isle of Man,,,,AvgIndustry. value added (% of GDP)
Israel,,,,AvgIndustry. value added (% of GDP)
Italy,29.34954007,27.5302732,26.5984858,AvgIndustry. value added (% of GDP)
Jamaica,31.16620497,25.09127125,24.15384044,AvgIndustry. value added (% of GDP)
Japan,33.74868394,30.93620225,28.98397969,AvgIndustry. value added (% of GDP)
Jordan,26.65086947,26.80857642,30.24221353,AvgIndustry. value added (% of GDP)
Kazakhstan,30.24986939,38.62428543,41.28170814,AvgIndustry. value added (% of GDP)
Kenya,17.28357256,17.47191863,19.01827896,AvgIndustry. value added (% of GDP)
Kiribati,9.693969968,10.49948676,8.133453267,AvgIndustry. value added (% of GDP)
Korea. Dem. Rep.,,,,AvgIndustry. value added (% of GDP)
Korea. Rep.,41.03702983,37.14570752,37.04855272,AvgIndustry. value added (% of GDP)
Kosovo,,,20,AvgIndustry. value added (% of GDP)
Kuwait,54.12601658,53.33575188,,AvgIndustry. value added (% of GDP)
Kyrgyzstan,21.67714213,26.02203926,22.36326321,AvgIndustry. value added (% of GDP)
Laos,21.31394944,25.04369055,26.24419013,AvgIndustry. value added (% of GDP)
Latvia,28.15510121,22.78671333,22.08578868,AvgIndustry. value added (% of GDP)
Lebanon,25.20241136,22.49751404,21.70242846,AvgIndustry. value added (% of GDP)
Lesotho,44.73662206,33.26281605,34.89645507,AvgIndustry. value added (% of GDP)
Liberia,6.335620988,10.6496448,17.13969338,AvgIndustry. value added (% of GDP)
Libya,,69.9314536,77.15059127,AvgIndustry. value added (% of GDP)
Liechtenstein,,,,AvgIndustry. value added (% of GDP)
Lithuania,30.65740281,30.94767345,31.37049484,AvgIndustry. value added (% of GDP)
Luxembourg,20.54580944,18.21295564,14.99752887,AvgIndustry. value added (% of GDP)
Macao. China,14.88009828,12.97098299,16.52708467,AvgIndustry. value added (% of GDP)
Macedonia. FYR,32.10618487,30.62048384,28.98120892,AvgIndustry. value added (% of GDP)
Madagascar,12.28395657,14.91019289,16.07066756,AvgIndustry. value added (% of GDP)
Malawi,18.71689919,17.84492731,16.49366947,AvgIndustry. value added (% of GDP)
Malaysia,43.96768251,46.9495253,47.72811745,AvgIndustry. value added (% of GDP)
Maldives,14.14779417,21.12248934,22.34627067,AvgIndustry. value added (% of GDP)
Mali,17.2333508,24.39347576,24.12619616,AvgIndustry. value added (% of GDP)
Malta,47.76040096,44.46619096,37.32572732,AvgIndustry. value added (% of GDP)
Marshall Islands,,,,AvgIndustry. value added (% of GDP)
Mauritania,27.82535982,26.82465242,38.9905698,AvgIndustry. value added (% of GDP)
Mauritius,31.37661551,30.43515403,27.63720504,AvgIndustry. value added (% of GDP)
Mayotte,,,,AvgIndustry. value added (% of GDP)
Mexico,28.41680719,29.73907312,35.02047302,AvgIndustry. value added (% of GDP)
Micronesia. Fed. Sts.,,,,AvgIndustry. value added (% of GDP)
Moldova,27.07802938,22.16392839,14.81482455,AvgIndustry. value added (% of GDP)
Monaco,,,,AvgIndustry. value added (% of GDP)
Mongolia,27.90543566,27.21814767,37.70440899,AvgIndustry. value added (% of GDP)
Montenegro,,23.42211201,20.64505509,AvgIndustry. value added (% of GDP)
Morocco,31.04865091,28.09184317,28.31903478,AvgIndustry. value added (% of GDP)
Mozambique,18.64609695,25.40121711,24.98415709,AvgIndustry. value added (% of GDP)
Myanmar,9.868907738,12.74875726,20.87483736,AvgIndustry. value added (% of GDP)
Namibia,27.92172378,29.79175491,33.98331714,AvgIndustry. value added (% of GDP)
Nepal,22.56711861,18.80395208,17.1343414,AvgIndustry. value added (% of GDP)
Netherlands,25.97125994,24.2787971,24.59498942,AvgIndustry. value added (% of GDP)
New Caledonia,19.64637308,,,AvgIndustry. value added (% of GDP)
New Zealand,25.86423784,24.70792047,24.97198859,AvgIndustry. value added (% of GDP)
Nicaragua,27.27750371,29.18576092,29.48473485,AvgIndustry. value added (% of GDP)
Niger,17.37137023,17.2153214,,AvgIndustry. value added (% of GDP)
Nigeria,,36.45300935,42.02557047,AvgIndustry. value added (% of GDP)
Northern Mariana Islands,,,,AvgIndustry. value added (% of GDP)
Norway,35.05966693,39.49432384,42.38586403,AvgIndustry. value added (% of GDP)
Oman,46.51229826,54.79334994,,AvgIndustry. value added (% of GDP)
Pakistan,23.80217851,24.41951841,26.4777843,AvgIndustry. value added (% of GDP)
Palau,10.45966554,16.84279541,18.17835623,AvgIndustry. value added (% of GDP)
Panama,19.199983,16.87504396,16.72615526,AvgIndustry. value added (% of GDP)
Papua New Guinea,34.35553006,38.87719433,44.7515387,AvgIndustry. value added (% of GDP)
Paraguay,22.98950943,22.29851529,20.5072181,AvgIndustry. value added (% of GDP)
Peru,30.22769765,30.73383173,36.08728239,AvgIndustry. value added (% of GDP)
Philippines,32.74551974,34.37053583,32.99357736,AvgIndustry. value added (% of GDP)
Poland,33.54135207,30.03502048,31.3459902,AvgIndustry. value added (% of GDP)
Portugal,28.91885415,26.87685448,24.25546468,AvgIndustry. value added (% of GDP)
Puerto Rico,43.69278055,47.45241071,48.16843049,AvgIndustry. value added (% of GDP)
Qatar,,,,AvgIndustry. value added (% of GDP)
Romania,38.73179493,36.1894615,31.77694845,AvgIndustry. value added (% of GDP)
Russia,37.66128417,35.06213113,36.3156041,AvgIndustry. value added (% of GDP)
Rwanda,18.14742571,13.56894437,14.19814596,AvgIndustry. value added (% of GDP)
Saint Kitts and Nevis,24.86046332,25.47612113,21.68194058,AvgIndustry. value added (% of GDP)
Saint Lucia,18.71359517,18.27052283,19.40995246,AvgIndustry. value added (% of GDP)
Saint Martin,,,,AvgIndustry. value added (% of GDP)
Saint Vincent and the Grenadines,25.61198071,19.04820745,19.43350185,AvgIndustry. value added (% of GDP)
Samoa,26.5381512,28.56295038,29.37231483,AvgIndustry. value added (% of GDP)
San Marino,,,,AvgIndustry. value added (% of GDP)
Sao Tome and Principe,,18.19137069,20.53022438,AvgIndustry. value added (% of GDP)
Saudi Arabia,48.44097098,53.73608217,64.66786702,AvgIndustry. value added (% of GDP)
Senegal,23.75470753,24.4887814,22.8698837,AvgIndustry. value added (% of GDP)
Serbia,,29.08464911,28.49533289,AvgIndustry. value added (% of GDP)
Seychelles,24.74694525,28.59728489,20.41965794,AvgIndustry. value added (% of GDP)
Sierra Leone,30.87767069,25.54698057,23.41254058,AvgIndustry. value added (% of GDP)
Singapore,33.05570614,32.42945317,29.36708447,AvgIndustry. value added (% of GDP)
Slovak Republic,36.37192481,35.30458743,37.58526138,AvgIndustry. value added (% of GDP)
Slovenia,35.49078032,34.99635946,33.62437921,AvgIndustry. value added (% of GDP)
Solomon Islands,14.60854389,11.48768499,6.566952671,AvgIndustry. value added (% of GDP)
Somalia,,,,AvgIndustry. value added (% of GDP)
South Africa,32.86527356,31.92515816,31.48727297,AvgIndustry. value added (% of GDP)
Spain,29.21707414,29.08394117,28.64833496,AvgIndustry. value added (% of GDP)
Sri Lanka,26.94055107,27.82748854,29.95856728,AvgIndustry. value added (% of GDP)
Sudan,14.32246195,21.80434138,29.74863358,AvgIndustry. value added (% of GDP)
Suriname,27.79091006,29.01816946,39.68326599,AvgIndustry. value added (% of GDP)
Swaziland,44.48897737,45.45332807,46.9971636,AvgIndustry. value added (% of GDP)
Sweden,29.41582213,28.10685742,27.19280394,AvgIndustry. value added (% of GDP)
Switzerland,28.75050097,27.15925413,27.28118298,AvgIndustry. value added (% of GDP)
Syria,27.99570838,33.5828725,33.74094952,AvgIndustry. value added (% of GDP)
Tajikistan,31.23926241,37.51977159,27.29114795,AvgIndustry. value added (% of GDP)
Tanzania,16.51318942,20.88190737,23.26940171,AvgIndustry. value added (% of GDP)
Thailand,40.45888622,42.72050196,44.08860287,AvgIndustry. value added (% of GDP)
Timor-Leste,16.77156609,18.50695762,,AvgIndustry. value added (% of GDP)
Togo,19.2871436,19.7029074,23.89581833,AvgIndustry. value added (% of GDP)
Tonga,20.82944127,20.73898923,18.79419963,AvgIndustry. value added (% of GDP)
Trinidad and Tobago,44.43217566,49.90317208,59.45695914,AvgIndustry. value added (% of GDP)
Tunisia,30.91706289,29.43847081,30.96821918,AvgIndustry. value added (% of GDP)
Turkey,33.11155318,29.50396119,27.81385591,AvgIndustry. value added (% of GDP)
Turkmenistan,53.53792552,42.48220086,47.12260541,AvgIndustry. value added (% of GDP)
Turks and Caicos Islands,,,,AvgIndustry. value added (% of GDP)
Tuvalu,,,,AvgIndustry. value added (% of GDP)
Uganda,17.16672738,23.21700016,25.81119984,AvgIndustry. value added (% of GDP)
Ukraine,38.12514602,35.20353008,33.68650855,AvgIndustry. value added (% of GDP)
United Arab Emirates,,49.50536247,55.96130686,AvgIndustry. value added (% of GDP)
United Kingdom,29.51752933,25.17307053,22.79762598,AvgIndustry. value added (% of GDP)
United States,25.12915179,22.22325323,21.52944619,AvgIndustry. value added (% of GDP)
Uruguay,27.20753749,25.00765366,26.4903067,AvgIndustry. value added (% of GDP)
Uzbekistan,26.97228028,23.44953261,29.30506184,AvgIndustry. value added (% of GDP)
Vanuatu,9.678834869,9.022614244,8.592691975,AvgIndustry. value added (% of GDP)
Venezuela,46.24603224,50.519559,56.16054055,AvgIndustry. value added (% of GDP)
Vietnam,31.5094023,38.60641915,40.82332015,AvgIndustry. value added (% of GDP)
Virgin Islands (U.S.),,,,AvgIndustry. value added (% of GDP)
West Bank and Gaza,,,,AvgIndustry. value added (% of GDP)
Yemen. Rep.,37.07008977,43.82526738,41.32412576,AvgIndustry. value added (% of GDP)
Zambia,31.74478878,26.24952897,36.16273253,AvgIndustry. value added (% of GDP)
Zimbabwe,25.63994682,23.11543009,30.6018863,AvgIndustry. value added (% of GDP)
